,bunching,ploss,qloss,reward,reward1,reward2,avg_hold,action,wait,travel,delay,AOD,headway_mean0,headway_mean1,headway_mean2,headway_mean3,headway_mean4,headway_mean5,headway_mean6,headway_mean7,headway_mean8,headway_mean9,headway_mean10,headway_mean11,headway_var0,headway_var1,headway_var2,headway_var3,headway_var4,headway_var5,headway_var6,headway_var7,headway_var8,headway_var9,headway_var10,headway_var11
0,0,,,-0.15096955466721487,-0.04384890520660809,-0.10712064946060679,20.418953,0.14082731,261.21244550138726,1302.4638694638695,493.4102564102564,4.909027698497065,431.8,432.0833333333333,433.4583333333333,432.7826086956522,434.1304347826087,436.6363636363636,438.3181818181818,443.8095238095238,442.75,443.05,443.89473684210526,444.2631578947368,3449.04,3604.909722222222,1876.9149305555554,2391.909262759925,1828.5482041587902,1383.1404958677685,809.853305785124,1368.249433106576,987.7875,1231.3475,1476.9362880886424,1709.5623268698062
0,0,,,-0.16936143530469885,-0.05636772266662876,-0.11299371263807008,20.325493,0.12587449,262.3591577274533,1279.5321908290875,503.4409448818898,5.088867572316896,431.875,433.0416666666667,433.1666666666667,434.69565217391306,435.39130434782606,438.95454545454544,439.95238095238096,442.6666666666667,443.0,443.45,445.7368421052632,445.7894736842105,4341.692708333333,4094.3732638888887,3095.222222222222,3351.081285444235,2923.5425330812855,1833.407024793388,1081.3786848072564,1101.8412698412696,1440.7,2385.6475000000005,2794.825484764543,2558.271468144045
0,0,,,-0.16607233789016224,-0.04832280797706143,-0.1177495299131008,19.868286,0.13739896,269.62574970011997,1277.8024976873266,509.57539315448656,5.191544566171934,436.5416666666667,437.5416666666667,438.60869565217394,439.2608695652174,439.77272727272725,440.40909090909093,441.95238095238096,443.3809523809524,446.55,447.0,449.8421052631579,451.2631578947368,4980.581597222223,5242.664930555556,3505.8034026465034,3418.8015122873335,3264.7210743801656,2061.2417355371904,1271.283446712018,1630.6167800453516,1655.8474999999999,2525.2,2759.2908587257616,3154.6149584487534
0,0,,,-0.15423084319321329,-0.046672283496677236,-0.10755855969653605,21.574127,0.13748181,230.0703642384106,1254.7589498806683,474.2992840095465,4.9463499238401285,434.0416666666667,435.125,435.1304347826087,436.17391304347825,436.1363636363636,436.8181818181818,440.0,439.42857142857144,443.1,443.55,445.7368421052632,445.7368421052632,4109.789930555556,4953.192708333333,2324.461247637051,2687.9697542533077,2058.572314049587,2716.96694214876,980.0,1069.2925170068029,1676.39,1824.0475,1225.9833795013851,901.6675900277008
0,0,,,-0.16259014894686563,-0.052828590804101155,-0.10976155814276446,18.254972,0.124888144,266.23020471224413,1273.976837416481,503.7501113585746,4.683966030443988,430.0833333333333,431.0416666666667,431.7083333333333,434.69565217391306,435.8695652173913,437.77272727272725,440.2857142857143,442.2857142857143,440.65,441.75,442.5263157894737,442.94736842105266,4090.493055555555,4437.373263888889,2990.706597222222,3120.5595463138,2599.5047258979207,2005.9028925619837,1356.7755102040817,1069.9183673469388,1569.4275000000002,1925.2875,1828.880886426593,2313.1024930747917
0,0,,,-0.16933409942910962,-0.049867263232720525,-0.1194668361963891,21.94504,0.14416452,308.5632273079907,1293.015873015873,524.8249299719888,5.045645368368266,432.875,434.25,436.7826086956522,436.9130434782609,436.5,444.22727272727275,445.2857142857143,445.57142857142856,444.85,445.9,444.0,444.7894736842105,2980.6927083333335,3120.1041666666665,2488.083175803403,2534.948960302457,2578.25,2316.539256198347,1537.1564625850342,1304.9115646258501,1352.0275000000001,1045.49,772.6315789473684,991.1135734072025
0,0,,,-0.14825935987070454,-0.04053682948899332,-0.10772253038171122,19.37276,0.122116044,242.2822966507177,1270.5671992481202,473.27772556390977,4.655789121351543,433.8333333333333,434.2083333333333,433.04347826086956,433.17391304347825,434.30434782608694,435.0,437.95454545454544,440.7142857142857,442.25,443.3,443.57894736842104,442.42105263157896,3274.2222222222226,3931.5815972222226,2543.085066162571,1755.7088846880904,1342.037807183365,981.0909090909091,713.861570247934,1603.2517006802723,1127.9875,997.51,1151.0858725761773,1056.770083102493
0,0,,,-0.1585632139348599,-0.048973410218272284,-0.10958980371658757,18.13974,0.12200824,262.69865186360033,1290.395726892708,501.72457036692987,4.812425852322863,433.5416666666667,435.3333333333333,435.5652173913044,436.2173913043478,436.69565217391306,436.8181818181818,440.23809523809524,441.0952380952381,441.3,441.5,443.5263157894737,443.57894736842104,3378.414930555555,4046.3888888888887,2389.4631379962193,2586.257088846881,2787.6899810964087,2552.876033057851,1456.3718820861675,1821.419501133787,1796.7099999999998,1889.65,2012.1440443213298,2003.0858725761775
0,0,,,-0.16936937453041742,-0.05573770129074876,-0.11363167323966865,20.25764,0.14434302,265.2817788272334,1278.086254612546,499.0,5.4565026984535665,435.125,435.75,434.2173913043478,435.5217391304348,435.8695652173913,439.0,442.5238095238095,443.5238095238095,447.3,448.65,446.94736842105266,447.3157894736842,3275.9427083333335,3784.1875,3077.561436672968,4085.8147448015125,3020.0264650283557,1320.7272727272727,1851.201814058957,1585.8684807256234,1467.01,1580.2275000000002,1658.365650969529,2787.1634349030464
0,0,,,-0.18684730128322727,-0.05823210087851036,-0.12861520040471694,22.60691,0.15065756,320.3389564535112,1307.7482484820177,544.7309668379262,5.2102828573486475,437.5416666666667,437.8333333333333,439.0,440.04347826086956,440.59090909090907,440.72727272727275,445.3333333333333,447.4761904761905,446.2,445.6,445.7894736842105,447.10526315789474,4027.8315972222226,4412.138888888889,2405.478260869565,3149.9546313799624,1826.6962809917356,1856.7438016528927,1701.84126984127,1887.106575963719,1808.7599999999998,1505.8400000000001,2422.3767313019384,2825.6731301939058
