,bunching,ploss,qloss,reward,reward1,reward2,avg_hold,action,wait,travel,delay,AOD,headway_mean0,headway_mean1,headway_mean2,headway_mean3,headway_mean4,headway_mean5,headway_mean6,headway_mean7,headway_mean8,headway_mean9,headway_mean10,headway_mean11,headway_var0,headway_var1,headway_var2,headway_var3,headway_var4,headway_var5,headway_var6,headway_var7,headway_var8,headway_var9,headway_var10,headway_var11
0,0,,,,,,63.19502314814784,,471.39005132254243,1396.280039234919,780.8666012751348,5.316816603908532,473.09090909090907,475.3181818181818,477.42857142857144,479.8095238095238,482.25,484.55,484.5263157894737,488.7894736842105,487.72222222222223,487.72222222222223,488.70588235294116,488.70588235294116,8540.082644628099,9906.126033057852,6767.673469387756,5303.963718820861,5205.1875,4355.6475,4399.9335180055405,3500.2714681440443,3129.7561728395062,3152.533950617284,2679.0311418685123,2081.9723183391006
0,0,,,,,,63.802662037036754,,487.06682769726245,1427.8797372410309,771.8292066700353,5.227557955356221,474.40909090909093,477.0,478.42857142857144,480.3333333333333,481.1,483.55,483.7368421052632,486.7368421052632,490.8333333333333,490.55555555555554,491.4117647058824,491.4117647058824,8333.059917355373,9367.818181818182,6072.149659863945,5122.0317460317465,5098.289999999999,4326.3475,4224.299168975069,3367.562326869806,2882.3611111111113,2808.58024691358,2496.5951557093426,2082.595155709342
0,0,,,,,,62.73263888888841,,472.89190251572325,1399.4651389566066,758.7118478790834,5.488588118018835,471.77272727272725,474.0,475.7142857142857,477.9047619047619,479.25,481.95,481.8421052631579,485.0,486.55555555555554,486.55555555555554,486.6470588235294,486.8235294117647,8673.811983471074,9352.818181818182,5909.727891156463,4827.705215419502,4949.5875,4005.0474999999997,4094.764542936288,3426.4210526315787,3273.4691358024697,3005.913580246913,2349.051903114186,1986.7335640138404
0,0,,,,,,62.99652777777734,,560.4818797291915,1393.5750507099392,831.1247464503043,5.704766033919184,470.3636363636364,472.8636363636364,474.9047619047619,477.3809523809524,479.45,482.05,483.1578947368421,485.6842105263158,488.1111111111111,488.1111111111111,487.7647058823529,487.6470588235294,7015.231404958678,8136.9359504132235,5266.467120181406,4280.997732426304,4286.6475,3469.8475,2731.3961218836557,2456.3213296398894,2523.2098765432097,2099.6543209876545,1605.9446366782008,1307.4048442906576
0,0,,,,,,64.06828703703673,,536.2165354330708,1383.6389442231075,800.1907370517928,5.166479261056396,473.72727272727275,476.5,478.2857142857143,480.9047619047619,482.1,484.5,486.4736842105263,488.2105263157895,489.94444444444446,490.3333333333333,490.52941176470586,490.94117647058823,8177.198347107437,9528.704545454546,6159.251700680274,4927.895691609978,4978.6900000000005,4283.15,4799.617728531856,2880.5872576177285,2290.7191358024693,2165.666666666667,2131.1903114186853,1771.9377162629758
0,0,,,,,,63.14525462962935,,541.8054882970138,1410.4629248197734,772.2209062821834,5.732532449905231,471.1818181818182,473.45454545454544,475.5238095238095,477.95238095238096,479.65,482.2,483.7368421052632,485.4736842105263,488.55555555555554,488.55555555555554,488.4117647058824,488.70588235294116,7572.330578512396,8732.247933884297,5437.868480725623,4468.902494331067,4598.4275,3832.3599999999997,3622.2991689750693,2400.459833795014,1638.1358024691358,1475.5802469135804,1487.8892733564012,1364.0899653979238
0,0,,,,,,63.31481481481441,,504.3693764798737,1417.4214672575085,785.8084687346135,5.577835725588993,471.45454545454544,474.0,475.6666666666667,478.3333333333333,478.9,481.35,481.5263157894737,484.05263157894734,485.5,486.1111111111111,487.3529411764706,487.52941176470586,7581.793388429753,8815.0,5716.603174603174,4680.79365079365,4923.1900000000005,4100.427500000001,3958.670360110803,2242.1551246537397,1604.361111111111,1526.9876543209875,1546.2283737024222,1274.3667820069206
0,0,,,,,,63.117476851851556,,464.2015193922431,1409.2889885401096,736.7977080219233,6.390090069228735,470.5,472.8636363636364,474.8095238095238,477.14285714285717,479.25,481.6,484.10526315789474,487.7368421052632,488.1666666666667,488.1666666666667,488.05882352941177,488.29411764705884,7219.613636363636,8491.663223140495,5366.916099773242,4463.170068027211,4558.7875,3804.540000000001,3651.778393351801,2495.036011080332,1936.6944444444443,1704.0277777777778,1527.820069204152,1368.089965397924
0,0,,,,,,63.09374999999967,,466.8655462184874,1414.25,745.964430894309,6.131748927166594,471.27272727272725,473.6818181818182,475.5238095238095,478.23809523809524,480.45,482.8,485.1578947368421,486.4736842105263,488.94444444444446,488.94444444444446,488.29411764705884,488.7647058823529,7863.289256198346,9170.216942148762,5619.963718820863,4582.657596371882,4581.0475,3831.46,3546.3434903047096,4237.301939058171,3536.9413580246915,2648.9413580246915,2072.2076124567475,1878.8858131487889
0,0,,,,,,62.373842592592155,,388.162595114137,1389.9743463246177,692.429205722743,5.886759281830365,470.04545454545456,472.6818181818182,474.9047619047619,477.0952380952381,479.45,482.05,483.1578947368421,482.7368421052632,485.6666666666667,485.6666666666667,484.6470588235294,484.94117647058823,8408.861570247935,9401.216942148762,5481.705215419502,4326.467120181405,4507.0475,3916.2475,3762.0277008310254,3845.983379501385,3184.8888888888887,2503.5555555555566,2107.8754325259515,1877.114186851211
