,stw,sto,sth,att,Bus0_AOD,Bus1_AOD,Bus2_AOD,Bus3_AOD,Bus4_AOD,Bus5_AOD
0,284.5473684210526,18.089162654583212,[97.79774],1796.6962025316457,169,172,181,212,124,105
1,341.0769230769231,15.60695751354434,[73.61872],2057.9367088607596,166,149,168,138,112,102
2,392.6350364963504,13.249579831932774,104.71279,1932.3333333333333,170,127,104,124,101,88
3,381.30128205128204,10.762765957446808,[108.92642],1815.4098360655737,187,112,109,115,96,86
4,303.67080745341616,9.78222502363694,[121.78535],1907.9312977099237,198,73,110,110,103,74
5,357.675615212528,6.42822966507177,[68.13172],1889.7906403940888,126,85,117,107,115,77
6,1308.6037099494097,7.2422790202342915,[83.98214],2559.839024390244,184,171,139,169,190,86
7,1482.5464285714286,1.9529850121410024,[65.71749],2567.6807228915663,199,213,231,231,240,213
8,480.42857142857144,1.3395242750081462,[65.96204],1967.408,201,220,239,239,240,225
9,380.45652173913044,1.0883222468588323,[95.556526],1808.2054794520548,202,230,232,239,238,212
10,233.55128205128204,1.3525485436893203,[56.426563],1728.9117647058824,197,212,215,232,155,122
11,306.63013698630135,1.2014684813753582,[62.0395],1950.08,181,192,201,227,134,112
0,269.0238095238095,18.939199209095403,[70.45768],1793.407894736842,175,165,168,129,119,111
1,272.97115384615387,14.69825317061498,[80.73303],1652.4166666666667,153,145,153,123,117,105
2,281.66141732283467,11.59430560736044,[89.380516],1824.2952380952381,139,143,147,124,112,101
3,254.4345238095238,8.580701754385963,[62.058475],1835.2534246575342,145,133,77,124,115,90
4,274.2972972972973,6.817816091954025,[51.6857],1695.2883435582821,165,142,71,126,106,86
5,367.0494071146245,5.457723577235773,[82.34702],1862.5805687203792,184,139,78,131,120,86
6,1570.6414523449318,6.279352226720647,[75.67711],2781.209595959596,239,173,155,203,185,111
7,1536.1467576791808,1.7738125052174638,[68.81406],2557.078787878788,208,230,210,234,240,209
8,315.93023255813955,1.1350610005731598,[77.26557],1916.9532710280373,212,237,216,235,240,217
9,301.8181818181818,1.267846532552415,[78.88017],1763.6164383561643,200,229,207,231,229,213
10,307.05102040816325,1.3494629156010227,[105.00009],1784.7349397590363,199,212,201,218,204,116
11,296.5967741935484,1.6985294117647058,[78.3651],1719.0925925925926,193,189,195,201,196,114
0,269.5609756097561,18.481553306215115,[69.92965],1807.8235294117646,162,174,206,166,120,133
1,306.9428571428571,16.0012987012987,[105.5917],1625.2121212121212,147,163,126,102,112,120
2,302.9109589041096,12.187302725968438,[80.777596],1774.72,144,143,113,92,96,109
3,301.5297619047619,9.589518413597732,[85.889854],1865.4142857142858,164,144,105,87,97,109
4,313.6293706293706,8.53661971830986,[58.074585],1836.408695652174,177,141,97,81,103,111
5,310.3215767634855,7.55187969924812,[103.42969],2009.5989717223651,182,96,92,80,98,117
6,1139.1289308176101,4.933204542793583,[76.91149],2491.5034642032333,158,173,137,129,176,176
7,2312.8761061946902,1.7860432601365246,[96.41457],3317.541401273885,194,217,228,232,240,240
8,432.43835616438355,1.4806489622042962,[80.7698],1779.1370967741937,196,226,236,240,240,160
9,404.781512605042,1.3742177722152693,[75.53537],1787.9565217391305,197,228,232,221,231,160
10,295.13186813186815,1.4365875695468164,[81.48844],2057.025974025974,196,229,222,208,232,150
11,288.4074074074074,1.7760272391505079,[111.31396],1696.9787234042553,181,210,214,194,140,144
0,291.2528735632184,17.46933187294633,[71.1751],1750.8082191780823,151,155,159,185,122,141
1,288.8901098901099,14.55326522076836,[56.13635],1665.08,148,134,150,115,115,135
2,303.25409836065575,11.07261904761905,[69.79551],1862.8725490196077,132,123,134,98,115,118
3,309.7878787878788,8.942420521217079,[76.09744],1822.144827586207,132,124,120,89,116,117
4,302.6092715231788,8.18397341211226,[105.29959],1876.178861788618,152,138,63,82,122,120
5,367.1434599156118,8.65530695119038,[108.66671],1869.7813333333334,173,107,60,77,126,118
6,1112.8256172839506,8.56649018997197,[59.647663],2460.8617283950616,255,164,98,118,198,181
7,1460.2944785276075,3.5054773082942097,[91.03393],2521.7258064516127,187,208,206,222,240,215
8,392.7238805970149,2.41355580693816,[86.59576],1906.2479338842975,195,210,212,235,240,156
9,268.3404255319149,2.011600367344965,[70.325584],1691.283950617284,189,215,207,234,226,146
10,250.9041095890411,2.101058931860037,[94.30118],1769.2769230769231,176,195,202,221,149,143
11,265.7361111111111,1.9166666666666667,[91.91415],1563.2666666666667,170,176,174,200,139,137
0,325.5568181818182,19.577878787878788,112.19413,1847.3291139240507,158,166,119,123,137,122
1,309.8333333333333,16.081530343007916,[110.94226],1975.625,140,167,104,112,127,108
2,303.2463768115942,13.205858683405763,[99.57246],1855.5762711864406,129,118,90,99,111,107
3,290.1309523809524,10.453527435610305,[116.6477],2011.274193548387,127,124,85,92,121,109
4,320.905325443787,7.911566707466339,[132.63408],1880.1014492753623,140,123,97,95,122,111
5,376.1963190184049,7.641075477810173,[123.290276],1983.018372703412,86,143,108,98,132,119
6,1431.8968386023294,7.251574569221629,[110.33847],2517.271676300578,126,189,192,194,206,83
7,1512.904605263158,1.5774501954504778,[115.34366],2935.309523809524,201,210,222,227,240,149
8,460.6975308641975,1.1396364009860311,[110.904274],1959.3495934959349,209,215,233,240,160,160
9,339.45569620253167,1.343567556296914,[105.39678],1893.3809523809523,206,212,234,236,157,154
10,330.8404255319149,1.5626769626769628,[102.708435],1847.9014084507041,188,203,217,141,147,140
11,332.81159420289856,1.7312904324140277,[115.38128],2020.7166666666667,177,193,205,129,144,131
0,370.14285714285717,19.733223231489127,[97.29645],1906.948051948052,176,163,174,123,133,96
1,324.84444444444443,16.184679089026915,[118.55662],1902.986301369863,175,146,164,109,124,87
2,315.5,14.147163120567376,[81.656364],1910.1491228070176,174,134,113,96,114,74
3,328.7134502923977,12.501547987616098,[112.122986],1734.8214285714287,188,74,108,96,101,79
4,315.1183431952663,10.884180147338041,[87.98667],1899.5777777777778,216,75,108,103,114,77
5,347.0195652173913,6.639377777777778,107.72445,1936.9570405727923,141,73,110,108,109,84
6,1627.2887096774193,5.316712204007285,[126.135345],2871.228723404255,184,183,165,155,178,111
7,1858.2055555555555,2.3422694317990214,[88.02349],2679.0318471337578,198,234,216,227,240,203
8,566.2026143790849,2.0285992850178745,[73.49377],1992.6724137931035,197,237,226,239,240,128
9,368.42857142857144,2.414660779566064,[83.2344],1856.7402597402597,190,228,224,232,240,125
10,333.75949367088606,2.4810469314079424,[100.10348],1994.753846153846,182,219,210,226,154,117
11,367.0,2.7980696311616677,[93.104515],1893.490909090909,189,196,196,135,144,107
0,343.4095238095238,19.821023469761123,[98.82074],1840.297619047619,161,196,182,116,116,140
1,320.3152173913044,16.71329923273657,[92.23307],1771.9878048780488,148,180,101,111,105,137
2,282.431654676259,12.91763085399449,[78.832115],1932.3252032520325,147,168,86,102,99,124
3,326.46774193548384,10.446556473829203,[90.78675],1899.6107382550335,161,161,81,100,98,125
4,329.7692307692308,10.499516117025236,[77.22229],1828.314465408805,173,126,68,93,101,146
