,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
0,1,0,363,735,1075,1427,1800,2162,2501,2885,3260,3615,3980,4319,4688,5050,5382,5768,6104,6469,6844,7210,7578,7905,8295
1,2,56,411,790,1121,1488,1852,2208,2562,2947,3313,3673,4027,4365,4738,5109,5440,5821,6146,6514,6903,7268,7624,7952,8343
2,3,163,596,934,1210,1592,1974,2464,2803,3094,3399,3874,4214,4488,4835,5248,5611,5994,6310,6730,7044,7428,7711,8125,8456
3,4,242,659,1045,1281,1858,2128,2708,2996,3213,3593,4057,4456,4732,4909,5387,5748,6067,6483,6924,7307,7637,7844,8244,8697
4,5,390,838,1362,1576,2077,2316,2904,3250,3535,3729,4270,4572,5020,5185,5624,6065,6305,6742,7089,7493,7806,8140,8529,8985
5,6,529,1006,1674,1794,2405,2495,3119,3533,3682,3965,4590,4776,5136,5367,5955,6339,6494,6884,7285,7815,8126,8261,8828,9161
6,7,663,1300,1851,2096,2652,2690,3411,3858,4013,4270,4809,5066,5394,5611,6212,6527,6799,7077,7556,8069,8375,8472,9016,9373
7,8,734,1377,2079,2227,2820,2906,3480,3940,4065,4455,4939,5283,5610,5664,6313,6739,6848,7222,7773,8150,8522,8677,9236,9432
8,9,857,1599,2245,2400,2938,3061,3694,4148,4345,4600,5094,5438,5797,5816,6512,6876,7112,7312,8028,8429,8712,8847,9440,9664
9,10,931,1747,2437,2637,3172,3173,3751,4275,4517,4762,5320,5529,5944,6048,6649,7129,7309,7545,8154,8592,8911,9085,9573,9754
10,11,1097,2029,2697,2972,3429,3480,4078,4581,4834,4967,5651,5760,6215,6370,7009,7473,7476,7866,8477,8853,9173,9384,9911,9984
11,12,1179,2265,2808,3038,3554,3724,4179,4705,5040,5085,5741,5870,6451,6607,7146,7667,7675,8029,8655,9105,9424,9625,10071,10076
12,13,1239,2430,3032,3121,3744,3958,4290,4767,5262,5323,5963,6101,6566,6791,7384,7814,7885,8255,8759,9172,9483,9717,10131,10135
13,14,1329,2537,3137,3305,3880,4226,4455,5033,5537,5598,6138,6245,6645,7048,7491,7925,8141,8329,9013,9330,9759,9833,10277,10338
14,15,1414,2640,3283,3366,4041,4312,4683,5132,5715,5716,6226,6433,6860,7276,7737,8170,8204,8391,9153,9468,9832,10002,10401,10575
15,16,1536,2822,3425,3527,4184,4582,4942,5328,5963,5965,6460,6683,6989,7396,7878,8367,8368,8528,9280,9651,9962,10202,10521,10691
16,17,1605,2882,3614,3747,4292,4716,5183,5528,6068,6108,6626,6865,7174,7619,8141,8519,8629,8631,9411,9778,10218,10412,10659,10806
17,18,1670,3094,3717,3957,4540,4810,5417,5641,6178,6360,6725,7081,7288,7819,8395,8771,8875,8886,9600,9887,10360,10650,10767,11050
18,19,1727,3302,3960,4112,4787,5021,5575,5884,6424,6589,6853,7188,7518,7954,8621,8931,8980,9015,9829,10096,10502,10883,10983,11195
