,bunching,ploss,qloss,reward,reward1,reward2,avg_hold,action,wait,travel,delay,AOD
0,2,,,,,,47.83392094017094,,377.00239755884917,1334.9210985178727,904.2608979947689,5.105308456438299
0,2,,,,,,47.864583333333336,,378.8197623239437,1287.5578785211267,899.2618838028169,5.724765946800592
0,0,,,,,,46.91223290598291,,501.47118279569895,1286.6748704663212,1018.0418825561312,5.572324065733691
0,0,,,,,,47.40934829059828,,388.09708737864077,1283.065025965229,912.0237073831564,4.956819133469289
0,1,,,,,,47.55774572649573,,503.7732293697206,1293.8334416287632,1035.135369287416,4.896267417228375
0,3,,,,,,48.93632478632478,,305.7269774994201,1307.9468800742288,842.7033170958015,5.726784006409824
0,0,,,,,,46.521047008547015,,375.9927996611605,1283.0283778060143,901.2149512918255,2.9530104819636622
0,6,,,,,,47.72927350427351,,404.9101244101244,1303.5401034928848,914.2255282449331,5.238856344601552
0,36,,,,,,48.9596688034188,,328.6534052596089,1324.4027871431783,853.8981793661497,5.813904496350222
0,1,,,,,,47.96073717948718,,431.4140488656195,1310.4097966324075,959.3170785042641,5.954136516890567
0,26,,,,,,48.165170940170945,,424.58052351375335,1264.670807453416,941.3158828748891,6.078495245954862
0,0,,,,,,48.08082264957265,,385.5805881052399,1261.8894539022772,921.2076055715233,4.934317654182797
0,0,,,,,,46.58894230769231,,536.0586898119446,1290.8114737060903,1061.8522136769902,4.551406625023611
0,4,,,,,,48.35165598290598,,351.02301903497124,1297.0213333333334,868.7893333333334,5.219330336826784
0,1,,,,,,48.78317307692308,,386.60078142955643,1328.7619930475087,919.811123986095,4.759380808900593
0,0,,,,,,47.96175213675214,,452.8084500875657,1294.694833625219,989.4148423817863,4.755894118227131
0,0,,,,,,47.324786324786324,,441.08356971416106,1265.1852498363517,969.787039057386,4.453947005071964
0,9,,,,,,46.979594017094016,,485.8191693290735,1271.55276816609,977.9176038062284,5.481979367839682
0,3,,,,,,47.73472222222222,,411.74184489090516,1273.5623775310255,915.2468974526454,5.522022448378905
0,1,,,,,,48.42761752136752,,456.62085514834206,1324.47054973822,996.1145287958116,5.191761096528889
