,bunching,ploss,qloss,reward,reward1,reward2,avg_hold,action,wait,travel,delay,AOD
0,103,0.0007155720247990555,62.3149282667372,-1.9254614780489552,-1.5334755054891407,-0.39198597255981477,92.76923076923077,0.1514483,2442.526115669402,1768.789303482587,2589.4455223880595,3.246997999383399
0,199,-0.0010409923270344734,74.6574240790473,-2.230043619140431,-1.836232825483492,-0.39381079365693894,89.89529914529915,0.10797166,2549.9546415529503,1737.3053435114505,2568.108840187146,3.1511141947763344
0,42,0.005913580871290631,38.36176427205404,-1.7805261439260873,-1.413433054892905,-0.367093089033182,87.36004273504274,0.17026792,2275.224779823859,1754.6560650887575,2431.436143984221,2.575458834326749
0,72,0.0005970416176650259,35.63695314195421,-1.8224275121770346,-1.4441848726783661,-0.37824263949866915,86.91880341880342,0.15983917,2590.361609673153,1730.6356245380637,2491.0411431387042,2.369905395592838
0,71,0.009238509202582968,36.539741092258026,-1.8884063119651409,-1.5246450553580018,-0.36376125660713887,82.75961538461539,0.15550958,2355.460069091648,1725.073090541224,2476.681588265048,3.027786422041739
0,58,0.006821577851143148,31.33123101128472,-1.8839863981543565,-1.4902837880269653,-0.3937026101273911,85.81623931623932,0.09554148,2423.7250662859474,1673.6603301650825,2620.6198099049525,2.8003471330440313
0,25,0.0019622991482416787,12.58032872941759,-1.4942231799982801,-1.1246658667917637,-0.3695573132065165,85.33760683760684,0.08260421,2314.863024544735,1692.4141736145168,2444.6235899950957,2.438698626178879
0,80,-0.010010337457060814,19.963163163926865,-1.7044171972747166,-1.3447710836322473,-0.3596461136424697,77.8258547008547,0.12560372,2252.5512389752207,1620.7605846774193,2446.9412802419356,2.6147229834885612
0,29,0.0031854468397796154,6.139791276719835,-1.358947052307494,-1.0351928532518648,-0.32375419905562913,74.2051282051282,0.1120086,2087.0008312551954,1593.8943233654334,2160.2894069944246,2.0982549557409333
0,21,0.003674169691900412,5.995336956448025,-1.3881194026529133,-1.0583818671890313,-0.3297375354638819,75.59401709401709,0.09213164,2213.5742053047175,1651.4705733771154,2259.6084869916644,1.741541824481398
