,0
0,0.18559765815734863
1,0.21841903030872345
2,0.12084493786096573
3,0.07977710664272308
4,0.11462102085351944
5,0.11927127838134766
6,0.09770142287015915
7,0.11734902858734131
8,0.08585366606712341
9,0.08511101454496384
10,0.10395661741495132
11,0.09518475085496902
12,0.08876696228981018
13,0.13630011677742004
14,0.09675400704145432
15,0.1607038527727127
16,0.125938281416893
17,0.09520591795444489
18,0.10968083143234253
19,0.1160600557923317
20,0.08551932871341705
21,0.08390139788389206
22,0.1443347930908203
23,0.10775768011808395
24,0.08930949866771698
25,0.09791295975446701
26,0.10636293888092041
27,0.14774557948112488
28,0.09525860100984573
29,0.09308683127164841
30,0.09336548298597336
31,0.09425816684961319
32,0.10371319204568863
33,0.09019580483436584
34,0.09738676249980927
35,0.0989428162574768
36,0.08191100507974625
37,0.08919218182563782
38,0.10307491570711136
39,0.08656921237707138
40,0.12174534052610397
41,0.09470123052597046
42,0.08093447238206863
43,0.09935127198696136
44,0.08324826508760452
45,0.08561058342456818
46,0.09201285243034363
47,0.099946528673172
48,0.07405395060777664
49,0.08615532517433167
50,0.07794647663831711
51,0.08247161656618118
52,0.10063471645116806
53,0.0834890753030777
54,0.08822231739759445
55,0.09253543615341187
56,0.07450153678655624
57,0.08740769326686859
58,0.08873872458934784
59,0.08507100492715836
60,0.08568473905324936
61,0.08814898133277893
62,0.09912068396806717
63,0.10247356444597244
64,0.08777229487895966
65,0.08333498984575272
66,0.08853717893362045
67,0.0858478993177414
68,0.1082725077867508
69,0.09493907541036606
70,0.09612200409173965
71,0.07770422101020813
72,0.0879545584321022
73,0.0882432758808136
74,0.10152565687894821
75,0.08916284143924713
76,0.10795531421899796
77,0.08625724911689758
78,0.10464678704738617
79,0.12211176007986069
80,0.08959341794252396
81,0.08697772026062012
82,0.08982180058956146
83,0.08247599005699158
84,0.10895722359418869
85,0.09474996477365494
86,0.08502360433340073
87,0.08770158141851425
88,0.08965133875608444
89,0.10041633248329163
90,0.0864272266626358
91,0.08306204527616501
92,0.10379961133003235
93,0.07690781354904175
94,0.09061985462903976
95,0.07519293576478958
96,0.08855485916137695
97,0.0823322981595993
98,0.09488531947135925
99,0.08325686305761337
100,0.0884748175740242
101,0.08399680256843567
102,0.09883727878332138
103,0.09991677105426788
104,0.10287436097860336
105,0.0741998702287674
106,0.08217629045248032
107,0.1155402809381485
108,0.0843992531299591
109,0.09626634418964386
110,0.0906248390674591
111,0.10500717163085938
112,0.08347772061824799
113,0.08854254335165024
114,0.09548937529325485
115,0.1089518666267395
116,0.08446501195430756
117,0.0827227532863617
118,0.0859631672501564
119,0.08478128910064697
120,0.10046564787626266
121,0.09075168520212173
122,0.0872316062450409
123,0.08219014108181
124,0.09136257320642471
125,0.0961683914065361
126,0.08401139080524445
127,0.08651745319366455
128,0.0867149829864502
129,0.08200118690729141
130,0.07796862721443176
131,0.08275379985570908
132,0.07632730156183243
133,0.09858332574367523
134,0.08932485431432724
135,0.09067758917808533
136,0.077272929251194
137,0.08479414135217667
138,0.07749251276254654
139,0.07906851917505264
140,0.083664670586586
141,0.08408666402101517
142,0.11288170516490936
143,0.08215484023094177
144,0.0853910744190216
145,0.08246652781963348
146,0.08883575350046158
147,0.07701455801725388
148,0.08537926524877548
149,0.08845725655555725
150,0.08610295504331589
151,0.08105228841304779
152,0.08479347825050354
153,0.08007585257291794
154,0.09965084493160248
155,0.10208407044410706
156,0.0939401313662529
157,0.08728597313165665
158,0.07604909688234329
159,0.09536248445510864
160,0.1126415878534317
161,0.09104639291763306
162,0.0897299274802208
163,0.08837476372718811
164,0.08281123638153076
165,0.08380331099033356
166,0.10771912336349487
167,0.08666940778493881
168,0.08811888843774796
169,0.09061141312122345
170,0.08233008533716202
171,0.08377346396446228
172,0.08744607865810394
173,0.12833471596240997
174,0.08453455567359924
175,0.0926661267876625
176,0.10638236254453659
177,0.0852603167295456
178,0.08157400041818619
179,0.08818262070417404
180,0.09120629727840424
181,0.07701325416564941
182,0.08998418599367142
183,0.07849056273698807
184,0.08289813250303268
185,0.09751392900943756
186,0.08949068188667297
187,0.0848797932267189
188,0.11184080690145493
189,0.08908998966217041
190,0.08859215676784515
191,0.07925370335578918
192,0.0900188535451889
193,0.08306125551462173
194,0.0774569883942604
195,0.08241424709558487
196,0.07927653938531876
197,0.10330826044082642
198,0.08136453479528427
199,0.08471275866031647
200,0.08909287303686142
201,0.08577775955200195
202,0.0852101519703865
203,0.08757821470499039
204,0.06979703158140182
205,0.07626418024301529
206,0.09915579855442047
207,0.08278541266918182
208,0.06790035218000412
209,0.08232785016298294
210,0.10453001409769058
211,0.09184280782938004
212,0.08110607415437698
213,0.054982371628284454
214,0.08740273118019104
215,0.08871173113584518
216,0.0695812776684761
217,0.05979176610708237
218,0.06378388404846191
219,0.08552443981170654
220,0.07443136721849442
221,0.08135514706373215
222,0.06681405752897263
223,0.08479959517717361
224,0.08430689573287964
225,0.06410571932792664
226,0.09402699023485184
227,0.08086979389190674
228,0.07662757486104965
229,0.07638047635555267
230,0.07014364749193192
231,0.08300354331731796
232,0.09043382853269577
233,0.08519870042800903
234,0.07788093388080597
235,0.08741956204175949
236,0.08334120362997055
237,0.0850185826420784
238,0.08285614103078842
239,0.08007998764514923
240,0.10235146433115005
241,0.08220712095499039
242,0.08069682121276855
243,0.08385191857814789
244,0.07430003583431244
245,0.07372944056987762
246,0.07617625594139099
247,0.0675889104604721
248,0.07437403500080109
249,0.08023422956466675
250,0.10717903077602386
251,0.08488839119672775
252,0.09489330649375916
253,0.12749052047729492
254,0.09340076893568039
255,0.09896835684776306
256,0.07624652981758118
257,0.08595875650644302
258,0.11597829312086105
259,0.09098160266876221
260,0.08300670236349106
261,0.08876103907823563
262,0.10224289447069168
263,0.09585654735565186
264,0.08020736277103424
265,0.0828784853219986
266,0.10452118515968323
267,0.08351761102676392
268,0.08430787175893784
269,0.08006741106510162
270,0.10747957974672318
271,0.08867137134075165
272,0.08039017766714096
273,0.08403237909078598
274,0.09366413205862045
275,0.09210839122533798
276,0.0727720633149147
277,0.08405045419931412
278,0.09123590588569641
279,0.10425110161304474
280,0.12234289944171906
281,0.08376337587833405
282,0.09766897559165955
283,0.08078312873840332
284,0.0800635889172554
285,0.08788500726222992
286,0.09246879070997238
287,0.09306281805038452
288,0.09410747140645981
289,0.12235063314437866
290,0.10067956149578094
291,0.11678475886583328
292,0.09057634323835373
293,0.10253634303808212
294,0.0919441357254982
295,0.09044095128774643
296,0.08236056566238403
297,0.09906481951475143
298,0.08092375099658966
299,0.0840614065527916
