,0
260,0.05490105381856362
261,0.031834205612540245
262,0.04750802585234245
263,0.07674333018561204
264,0.06162170910586914
265,0.07881369938453038
266,0.06920010472337405
267,0.034672716011603676
268,0.05502035406728586
269,0.057969203839699425
270,0.08027414899940293
271,0.09415994491428137
272,0.067716167618831
273,0.08205274119973183
274,0.0934110979239146
275,0.09093983843922615
276,0.05525396826366583
277,0.07747532551487286
278,0.09346023201942444
279,0.0472516305744648
280,0.05381508326778809
281,0.06484009822209676
282,0.05608357504631082
283,0.060173788107931614
284,0.05028333577016989
285,0.07542189490050077
286,0.040807656943798065
287,0.05658544320613146
288,0.08173698621491592
289,0.0463374617199103
290,0.06040311045944691
291,0.03931966843083501
292,0.0679997702439626
293,0.04959959412614504
294,0.06387488916516304
295,0.08022159213821094
296,0.06820492104937632
297,0.0626204585035642
298,0.03793445571015278
299,0.06193133816123009
