bus_id,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,s29,s30,s31,s32,s33,s34,s35,s36,s37,s38,s39
1,0.0,5.227,5.227,7.045,7.273,12.045,6.705,1.364,17.045,16.136,18.295,19.318,20.227,25.284,30.341,35.0,36.136,41.136,1.364,43.75,46.364,48.409,48.409,48.409,50.0,49.318,49.545,47.045,48.977,43.068,40.455,36.364,32.955,26.136,21.364,13.523,5.682,1.364,0.0
2,0.0,4.432,4.432,5.682,7.159,12.159,13.182,15.227,18.75,15.568,16.136,20.795,18.864,23.409,27.955,33.182,37.159,41.136,42.727,43.182,46.591,50.0,49.773,50.227,49.773,49.318,49.091,46.136,43.636,46.818,39.886,39.545,30.227,26.591,22.727,16.818,6.136,6.136,0.0
3,0.0,4.659,4.659,6.136,7.955,10.455,11.364,13.636,17.614,18.636,19.432,22.045,23.182,26.818,35.0,42.727,51.364,54.773,57.045,57.955,62.5,65.682,66.136,62.955,65.909,65.682,64.545,61.705,60.568,59.205,55.795,49.545,42.727,36.364,30.909,20.227,6.364,6.364,0.0
4,0.0,7.273,7.273,7.273,9.148,11.023,12.898,14.773,17.159,17.955,18.636,20.0,20.682,25.455,32.045,35.455,41.136,42.727,43.864,43.636,45.455,49.091,51.136,50.0,51.136,50.909,50.455,47.5,44.205,42.5,40.682,36.477,32.273,26.364,21.705,12.5,6.364,6.364,0.0
5,0.0,5.0,5.0,6.705,9.091,12.955,14.318,17.273,22.273,23.182,23.864,25.909,26.818,29.318,38.182,48.068,54.773,59.545,61.136,61.364,64.318,66.136,65.682,64.318,65.682,66.364,66.591,63.068,60.455,59.773,56.932,50.909,44.091,37.727,31.591,20.909,7.5,7.5,0.0
6,0.0,6.364,6.364,6.364,8.182,10.682,11.364,13.182,16.364,17.159,17.386,18.636,19.773,22.727,31.477,39.318,46.477,49.545,51.818,52.045,57.727,62.841,63.636,62.955,64.773,64.773,64.318,61.705,58.523,56.591,53.864,48.182,41.818,36.364,28.636,18.75,7.5,7.5,0.0
7,0.0,8.977,8.977,8.977,8.977,11.364,12.5,14.773,18.068,19.091,19.091,20.455,23.864,26.818,37.159,43.636,52.727,55.227,56.818,56.705,60.455,62.727,62.273,61.591,62.727,62.727,63.523,60.909,57.727,57.5,56.477,50.227,44.659,39.545,36.136,24.659,10.682,10.682,0.0
