bus_id,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,s29,s30,s31,s32,s33,s34,s35,s36,s37,s38,s39
1,0.0,4.773,4.773,6.364,9.886,10.682,13.409,13.636,17.727,18.636,19.318,21.364,22.955,26.023,32.159,38.295,43.864,46.364,48.409,48.636,53.182,56.818,56.818,55.909,56.591,55.909,55.0,51.591,48.636,46.364,43.182,38.182,32.727,27.955,23.182,16.477,5.455,5.455,0.0
2,0.0,5.227,5.227,7.727,10.227,13.523,14.545,16.364,19.545,20.455,20.909,22.273,23.182,25.455,31.818,35.682,43.636,46.136,48.409,48.636,52.273,57.045,57.273,55.682,56.477,55.795,55.227,52.727,49.091,49.432,46.818,39.773,35.909,28.409,21.591,15.455,6.477,6.477,0.0
3,0.0,5.455,5.455,7.273,9.318,12.045,13.068,14.773,18.409,19.545,19.318,20.455,21.477,24.091,30.0,36.364,42.273,44.659,46.705,46.364,48.636,52.5,52.273,50.909,51.364,51.364,51.364,48.182,45.114,43.636,40.909,37.273,31.818,28.182,22.5,14.318,6.818,6.818,0.0
4,0.0,7.386,7.386,7.386,10.114,10.682,11.818,13.75,17.614,18.409,20.682,22.045,22.727,28.636,34.545,38.409,45.455,45.455,48.409,47.159,53.523,56.818,56.818,56.136,56.705,53.75,54.091,51.136,48.409,49.091,46.364,41.136,35.227,27.273,23.636,17.159,7.159,7.159,0.0
5,0.0,7.955,7.955,7.955,10.0,13.636,14.318,16.364,20.0,20.682,20.455,22.955,24.318,27.5,37.955,46.591,53.636,56.477,57.955,58.068,62.045,65.909,65.682,64.545,56.705,66.136,66.364,63.295,60.682,60.227,57.273,51.136,44.432,40.227,35.455,23.864,9.545,9.545,0.0
6,0.0,11.818,11.818,11.818,11.818,11.818,12.727,15.568,18.864,19.659,19.659,21.705,22.273,23.636,30.0,34.886,41.136,42.955,44.318,43.864,47.5,51.705,52.727,50.682,51.136,51.364,51.364,49.318,45.682,44.091,41.477,36.591,30.795,26.364,23.068,15.114,15.114,15.114,0.0
