,bunching,ploss,qloss,reward,reward1,reward2,avg_hold,action,wait,travel,delay,AOD
0,21,,,,,,12.360913461536041,,282.5282096845846,1040.3297466935664,566.0217440035866,3.2025577263175835
0,176,,,,,,13.414113247859259,,287.25624553890077,1076.6821318106115,605.0206995003568,5.8004063982345935
0,180,,,,,,10.363942307693467,,231.2227488151659,1078.1215639810428,521.1281990521327,4.234716056748103
0,218,,,,,,12.952564102566745,,271.60580814091884,1033.9366817424423,577.4370388002857,5.292308228209934
0,394,,,,,,13.582313034186061,,282.47532214928276,1064.308533916849,600.6411378555798,5.072762669376599
0,42,,,,,,11.915416666668184,,235.98843794242566,1021.282208588957,518.543652666352,2.8788400270176755
0,227,,,,,,15.503322649571512,,307.28591450595655,1050.4947442186406,630.3653352020556,4.042894461773672
0,91,,,,,,11.934658119658756,,318.0340009315324,1103.5933861201677,629.9524918490918,4.7724052775238945
0,247,,,,,,13.369268162392135,,262.88322021998596,1072.5136906154926,574.6070676339808,4.415117313412342
0,150,,,,,,12.809829059829276,,280.8722943722944,1045.4203944203944,587.4930254930255,5.180296075507823
0,342,,,,,,13.539503205127884,,302.0636598543575,1060.077519379845,615.3899459713414,5.861122236219339
0,78,,,,,,11.550998931624074,,231.72799232429838,1047.233629167666,523.5365795154713,4.297931690856909
0,90,,,,,,15.534465811969126,,301.5049172999553,1087.288048343778,632.4057743957028,4.702277633175188
0,313,,,,,,11.179022435898181,,235.74561403508773,1091.6569200779727,529.5855263157895,4.765271497792832
0,41,,,,,,13.559193376072288,,307.04470905414513,1075.0200812274368,614.9444945848376,3.5028953569053374
0,69,,,,,,12.719652777776487,,273.996228194248,1096.125884016973,585.1407355021216,4.527970972221281
0,64,,,,,,13.399332264954053,,245.72393504353965,1071.5328312544127,552.7234643445516,3.9447378550651977
0,219,,,,,,13.5118749999998,,248.97230250481695,1078.7473506743738,556.4108863198459,5.005578964091906
0,206,,,,,,10.084877136751507,,240.66548672566373,1020.3969658659925,516.8214917825537,5.15039650504469
0,362,,,,,,13.647136752135022,,327.2042464804985,1090.4871913224094,651.9628432956381,5.3889105684536815
