,bunching,ploss,qloss,reward,reward1,reward2,avg_hold,action,wait,travel,delay,AOD
0,18,,,,,,121.68910256410257,,878.5214341387374,2008.6488880141706,2126.348553434363,3.949527404924951
0,9,,,,,,122.02029914529915,,1096.829218488955,1964.7786046511628,2354.9384186046514,4.305636229144284
0,7,,,,,,121.4198717948718,,957.3648828794516,1974.511489850632,2196.341057066258,4.78211523393635
0,22,,,,,,120.0224358974359,,974.8904780564263,2031.7659194604246,2211.059313628248,5.307957620160178
0,34,,,,,,119.58653846153847,,841.2186194549433,2038.2705390889198,2099.6868907897356,5.493186554751913
0,4,,,,,,122.5224358974359,,1031.2518477457502,1990.3517085142535,2240.7921464980177,3.620274301726961
0,15,,,,,,121.0042735042735,,1180.2046339202966,1992.7417231000752,2398.6004514672686,4.4462107584883555
0,35,,,,,,119.78525641025641,,1082.91650745128,2028.163890484396,2352.746505839556,4.903142316393259
0,31,,,,,,120.84294871794872,,985.6721471912311,2001.7909571344685,2247.818164024271,4.986576865025205
0,28,,,,,,119.84722222222223,,1222.0430856067733,2076.536496350365,2450.3818670764504,3.9703372349927677
0,49,,,,,,119.75106837606837,,1351.0106462457975,2013.3989686783805,2535.516615737204,5.760664156997761
0,17,,,,,,120.24252136752136,,879.3090249798549,2016.3424657534247,2136.2252215954877,5.568364166459444
0,23,,,,,,120.15064102564102,,1261.7835820895523,2036.6566449636155,2548.831290693221,4.514596802540021
0,21,,,,,,119.34935897435898,,978.1592937155876,2080.2164535216643,2246.744798625692,4.13530670581235
0,19,,,,,,120.41452991452991,,1036.6698412698413,1968.3368814192343,2274.316339869281,4.76074369208246
0,13,,,,,,122.11645299145299,,1078.1501340482573,1996.879548065875,2354.339908081195,4.565440279594033
0,24,,,,,,120.81089743589743,,937.0053856510867,2038.0030834457507,2213.762189246483,4.456903064702849
0,15,,,,,,122.3707264957265,,1102.063253012048,2005.7098061573547,2367.7050551121247,4.560024133778455
0,112,,,,,,119.59188034188034,,1203.7414084507043,2035.3308486238532,2412.758983180428,4.686323262816312
0,23,,,,,,121.30982905982906,,892.3033506182688,2012.7538891104907,2166.1649381731154,4.608825776970996
