,stw,sto,sth
0,178.5,0.7083333333333335,0.0
1,219.3978494623656,1.0821865443425078,100.54166666666667
2,236.375,1.346763085399449,106.58333333333333
3,236.51685393258427,2.2083333333333335,117.75
4,272.63235294117646,2.727777777777778,91.75
5,317.52941176470586,2.904761904761905,124.20833333333333
6,305.7105263157895,4.319523809523809,108.41666666666667
7,278.60377358490564,5.864932885906041,86.0
8,263.6470588235294,5.835752688172043,104.66666666666667
9,230.8695652173913,5.684346126510306,83.79166666666667
10,287.525,6.734501557632398,104.875
11,375.2,7.444935217903417,78.75
12,349.7,7.730091012514221,111.875
13,368.4563758389262,10.840053763440862,97.375
14,584.6192468619247,13.25,96.33333333333333
15,838.1703703703704,14.022224911261699,101.16666666666667
16,962.6851851851852,12.046650717703349,81.08333333333333
17,1513.3724928366762,8.49189364461738,101.875
18,2208.5482758620687,3.455373919579105,81.95833333333333
19,3396.768888888889,0.0,108.08333333333333
20,6935.461538461538,0.0,83.08333333333333
21,5732.452145214522,0.0,101.91666666666667
22,4466.683720930233,0.0,102.45833333333333
23,5823.883959044369,0.0,86.125
24,5402.292929292929,0.0,92.0
25,4459.066666666667,0.0,91.33333333333333
26,1291.1553398058252,0.12169347631814122,89.0
27,1668.8116883116884,0.43827913279132796,98.70833333333333
28,813.1904761904761,0.6522788721514099,72.95833333333333
29,799.3076923076923,1.1147798742138366,75.33333333333333
30,733.8217821782179,1.858604777415852,111.375
31,806.4615384615385,2.8591954022988504,102.41666666666667
32,924.6969696969697,3.692198177676538,127.625
33,840.8809523809524,4.131663737551261,105.875
34,941.6538461538462,4.171695402298851,103.375
35,979.311377245509,9.264345867606735,94.45833333333333
36,1048.078947368421,11.076666666666668,73.58333333333333
37,1112.578947368421,9.647163120567376,87.04166666666667
38,0.0,0.0,92.91666666666667
0,140.41666666666666,1.0,0.0
1,181.6031746031746,0.755,104.58333333333333
2,218.0,0.9995614035087718,104.0
3,270.03061224489795,2.5833333333333335,124.5
4,303.9344262295082,4.228042876901799,109.625
5,231.0,3.8325033200531204,120.0
6,278.4605263157895,4.141666666666667,120.625
7,340.5840707964602,5.884607843137256,104.75
8,377.34615384615387,6.22751937984496,94.41666666666667
9,278.125,6.239247311827958,89.58333333333333
10,387.47457627118644,7.740424430641822,99.45833333333333
11,340.22,8.21369395711501,109.04166666666667
12,293.93548387096774,8.237179487179489,108.66666666666667
13,371.20111731843576,13.05407268170426,110.08333333333333
14,404.72083333333336,14.31331045003814,98.58333333333333
15,561.264,14.915631469979296,119.5
16,778.6025104602511,14.292457578372161,107.75
17,1373.208,8.71557239057239,97.20833333333333
18,2331.8509933774835,4.919428007889545,93.75
19,3059.076923076923,1.78705712219812,120.66666666666667
20,6763.4494117647055,0.0,86.41666666666667
21,6230.9177215189875,0.0,96.95833333333333
22,4935.903846153846,0.0,109.875
23,6320.654237288136,0.0,99.45833333333333
24,6207.935483870968,0.0,94.70833333333333
25,5973.6109324758845,0.0,100.75
26,822.9230769230769,0.07780157030692361,111.95833333333333
27,1378.1437125748503,0.14472624798711756,89.375
28,824.6944444444445,0.25771965712059225,118.95833333333333
29,1029.4383561643835,0.5552484733628134,116.29166666666667
30,1001.2869565217392,1.3616207951070338,115.91666666666667
31,914.469387755102,2.195285316631872,94.45833333333333
32,795.6779661016949,2.926728586171311,79.16666666666667
33,897.5909090909091,3.2670250896057347,98.41666666666667
34,699.7727272727273,2.685360360360361,108.83333333333333
35,949.3373493975904,5.524056966897613,93.875
36,896.0149253731344,4.665565059616381,99.25
37,1181.3636363636363,4.707633053221289,95.16666666666667
38,0.0,0.0,108.08333333333333
0,211.56521739130434,0.9112318840579708,0.0
1,222.7283950617284,1.7762944983818767,107.58333333333333
2,220.28571428571428,1.5482456140350878,96.91666666666667
3,222.2156862745098,2.259259259259259,120.625
4,274.4313725490196,3.1899556400506968,103.79166666666667
5,267.2142857142857,3.676616915422886,82.41666666666667
6,274.84285714285716,5.105614300100705,104.25
7,296.93023255813955,7.316165553080922,97.625
8,220.41666666666666,8.474358974358974,120.20833333333333
9,282.0,8.308870967741935,90.875
10,285.17857142857144,8.750666666666667,118.625
11,256.5,8.825924155513064,107.33333333333333
12,378.7857142857143,9.36642156862745,96.75
13,449.2914285714286,12.372601918465232,101.79166666666667
14,749.3211382113822,13.25461946578851,94.875
15,614.7606837606837,13.082702657248573,113.33333333333333
16,948.8270042194093,10.980373635600335,104.58333333333333
17,1174.5958083832336,7.227642276422764,94.04166666666667
18,1660.3379790940767,4.123863860897055,92.83333333333333
19,2237.5782608695654,1.5004543802253725,86.875
20,5883.382871536524,0.0,95.75
21,6012.1858974358975,0.0,119.5
22,4910.311627906976,0.0,102.70833333333333
23,5640.481228668942,0.0,82.66666666666667
24,5659.0,0.0,127.29166666666667
25,5881.94983277592,0.0,91.875
26,717.56,0.14405543398978848,99.25
27,1341.1483870967743,0.3090448823207444,97.375
28,741.4444444444445,0.5486965436438195,125.66666666666667
29,680.5636363636364,0.9361572005956179,84.625
30,679.8181818181819,1.3939320388349514,89.375
31,961.4411764705883,2.4667352537722906,100.25
32,440.1525423728813,2.899795501022495,89.58333333333333
33,708.98,3.1717965751402417,98.0
34,880.7777777777778,3.277777777777778,107.125
35,764.0823529411765,6.6721923536439665,103.91666666666667
36,745.6,7.648865414710484,93.54166666666667
37,450.1219512195122,5.447769953051644,87.375
38,0.0,0.0,78.79166666666667
0,263.0625,0.8333333333333334,0.0
1,215.55882352941177,1.1904761904761905,92.29166666666667
2,261.5,1.3188405797101448,88.375
3,217.23157894736843,1.5511261261261262,97.08333333333333
4,246.25,1.7380952380952381,121.58333333333333
5,244.8125,1.7341954022988506,89.58333333333333
6,260.7037037037037,2.2329317269076303,109.58333333333333
7,276.46491228070175,3.7623563218390803,84.25
8,245.14814814814815,3.9401927437641726,103.125
9,325.1,4.0152298850574715,83.29166666666667
10,336.75,4.862724757952974,104.125
11,317.32142857142856,5.602788586251621,97.91666666666667
12,356.5952380952381,6.20098039215686,115.75
13,373.46067415730334,10.396723646723647,113.0
14,475.7008547008547,11.197307975009187,112.83333333333333
15,745.8148148148148,11.693106587222772,98.58333333333333
16,828.3050847457627,11.509540660560644,89.83333333333333
17,1017.4386503067485,8.335787632588579,107.5
18,1934.3592233009708,3.2709059233449476,107.875
19,2515.104,0.3602472089314195,84.5
20,6657.844559585492,0.0,90.45833333333333
21,6269.350993377483,0.0,104.66666666666667
22,4489.995215311004,0.0,105.08333333333333
23,6042.977198697068,0.0,104.375
24,5307.8190476190475,0.0,104.20833333333333
25,5115.935018050542,0.0,111.41666666666667
26,1416.445652173913,0.06253322700691122,97.625
27,1492.9583333333333,0.18372720835546116,101.95833333333333
28,767.0714285714286,0.2903356151359574,81.45833333333333
29,747.6333333333333,0.5680521597392012,116.04166666666667
30,644.7766990291262,1.0627147766323022,101.29166666666667
31,872.9722222222222,1.8273082145281738,105.875
32,645.1833333333333,2.427013422818792,121.16666666666667
33,561.1,2.6154721274175197,115.16666666666667
