,bunching,ploss,qloss,reward,reward1,reward2,avg_hold,action,wait,travel,delay,AOD
0,634,,,,,,0.0,,349.91921296296294,1070.597312326228,623.2386468952734,8.800899871861892
0,494,,,,,,0.0,,379.6731684110371,1028.9029495718364,658.1748334919124,9.553509660091114
0,405,,,,,,0.0,,382.0603325415677,1034.3750593824227,650.7914489311164,8.320397617383064
0,591,,,,,,0.0,,349.0883204633205,1088.72611003861,628.8807915057915,10.526980274525037
0,200,,,,,,0.0,,327.707773512476,988.8080614203454,581.6082053742803,8.375114122252846
0,749,,,,,,0.0,,439.0583010703712,1068.1413196069257,676.7501169864296,9.713410213811029
0,810,,,,,,0.0,,339.2721121314645,1116.3431609473175,613.7484291928467,9.414453212443464
0,800,,,,,,0.0,,404.31785554060116,1072.6507319304667,649.08989021043,8.165461106521237
0,543,,,,,,0.0,,363.58035497203986,1024.427589592538,619.2771232204221,9.261871149422845
0,296,,,,,,0.0,,358.3140722291407,1032.8323785803238,619.3178082191781,7.656971178251087
0,497,,,,,,0.0,,335.700686715605,1071.9270509447501,586.1781870365941,8.530061505396045
0,742,,,,,,0.0,,373.91975308641975,1100.767568850902,649.1339031339031,9.33762177593395
0,387,,,,,,0.0,,339.30573543015726,1036.240749306198,604.0342275670675,7.671035990916705
0,636,,,,,,0.0,,402.14393581878244,1081.812680810029,643.8184667309547,10.036494716330148
0,592,,,,,,0.0,,414.6604459524964,1100.0048744820863,692.7752863758226,10.782162132227738
0,604,,,,,,0.0,,417.30995528359614,1085.8084255118852,700.4311602730054,8.745681264074989
0,361,,,,,,0.0,,358.4529398094353,1066.1294445735534,628.7543574250523,7.3884404933953585
0,728,,,,,,0.0,,380.6835081029552,1085.4211156332296,653.9964089059133,10.987815779528386
0,775,,,,,,0.0,,349.86372407139413,1111.014471780029,624.2752050168838,9.403940042487225
0,357,,,,,,0.0,,344.9804058782365,1028.0986842105262,602.0803571428571,8.451812543716347
