,stw,sto,sth,att,Bus0_AOD,Bus1_AOD,Bus2_AOD,Bus3_AOD,Bus4_AOD,Bus5_AOD
0,227.6276150627615,6.388009049773756,28.26296296296296,1551.4380530973451,608,599,617,603,556,553
1,228.35714285714286,5.238999039710784,31.07777777777778,1706.2910798122066,546,536,565,483,480,481
2,234.368909512761,4.306971849513287,33.135185185185186,1582.1167883211679,477,468,509,425,409,427
3,238.28322440087146,3.45995154915211,36.47222222222222,1686.0253456221199,455,447,431,398,371,428
4,215.4980694980695,2.668939681211345,56.2388888888889,1629.8846153846155,425,446,376,398,389,433
5,231.02304469273744,2.0293718715789613,76.18703703703703,1603.5468634686347,413,403,380,394,392,399
6,336.5057220708447,1.6604340653675635,36.012962962962966,1734.6695254431104,534,568,537,519,532,543
7,1949.2890109890109,0.6764430805202395,15.072222222222223,3036.1627586206896,735,752,756,770,773,776
8,286.61471861471864,0.2755002404651909,20.53148148148148,1637.9710467706013,774,771,787,800,800,720
9,234.21981424148606,0.3174114021571649,29.63518518518519,1477.7087378640776,760,763,764,776,774,706
10,247.84883720930233,0.40140427883602303,27.455555555555552,1639.099173553719,729,710,735,720,703,666
11,224.59574468085106,0.4929690194656456,23.96111111111111,1624.3422222222223,656,676,677,674,595,621
0,238.04310344827587,6.272816077194013,26.820370370370373,1560.3863636363637,571,569,622,650,491,504
1,247.11587982832617,4.971702299422072,27.727777777777778,1627.4324324324325,486,518,550,508,440,467
2,231.61855670103094,3.9529657477025903,27.518518518518523,1581.8252688172042,436,471,492,431,394,436
3,243.6815144766147,3.355933561204871,40.851851851851855,1618.9628770301624,404,439,422,402,358,391
4,232.08050847457628,2.516274214288677,72.46851851851852,1704.2844036697247,387,434,395,379,350,388
5,232.45358649789029,2.1469767301890625,77.85925925925926,1615.5316176470587,372,346,393,374,332,362
6,321.23970818134444,2.0124515079464396,27.833333333333332,1651.896304467733,547,516,525,512,513,531
7,2511.298185941043,0.8621772300469484,19.255555555555556,3533.051319648094,746,763,751,744,749,791
8,280.6936936936937,0.4241395216805052,14.966666666666669,1546.0889929742389,765,788,778,779,787,800
9,245.19424460431654,0.46163010855501546,25.705555555555552,1635.1423076923077,747,751,770,758,753,688
10,242.51136363636363,0.6245402221597643,21.812962962962967,1523.4007936507937,686,697,744,727,680,627
11,242.50862068965517,0.7126984997167555,23.47037037037037,1677.5669642857142,642,651,670,700,553,558
0,221.88333333333333,6.438823928147772,25.225925925925925,1658.1168831168832,570,606,580,553,539,524
1,224.70353982300884,5.377020628663204,24.37037037037037,1562.4953703703704,506,543,533,503,480,479
2,225.27083333333334,4.169773293740237,37.48518518518518,1619.8803418803418,450,482,454,429,421,426
3,240.03118908382066,3.2571759383919434,41.61666666666667,1622.091836734694,422,441,373,394,372,394
4,227.39439655172413,2.2181207129280187,63.07037037037037,1637.634529147982,409,410,363,410,361,389
5,232.91966173361521,1.7431571850473042,90.12592592592593,1637.3269088213492,402,364,369,382,345,375
6,313.34831460674155,1.8760698736327919,27.285185185185185,1660.4935501962984,578,516,477,521,508,539
7,2525.813800657174,0.9701831501831505,15.842592592592593,3758.2986111111113,740,746,769,776,732,787
8,269.20871559633025,0.4670960208717229,13.357407407407406,1577.5393794749402,757,784,788,796,800,720
9,232.21333333333334,0.4776889934898551,29.516666666666666,1573.436170212766,730,764,744,775,767,685
10,245.36363636363637,0.569621370733799,19.394444444444442,1579.3640350877192,665,729,706,724,640,637
11,234.79237288135593,0.7922793781017086,29.66851851851852,1564.578947368421,625,668,641,673,585,574
0,239.66183574879227,6.710220948352627,24.11111111111111,1676.2474747474748,541,608,614,576,509,521
1,235.62439024390244,5.6279809567386785,29.83148148148148,1685.228426395939,497,532,527,439,451,468
2,228.58620689655172,4.487264091988503,35.333333333333336,1641.7064935064934,440,466,440,394,399,401
3,236.18106995884773,3.505301388718536,39.762962962962966,1605.0608695652174,407,449,376,381,376,378
4,228.57464212678937,2.5137024183178243,55.077777777777776,1678.6200873362445,410,435,374,383,352,379
5,226.5010768126346,1.669547480546952,76.52777777777777,1619.9028400597908,372,373,338,372,340,375
6,297.62065275548423,1.3645629288220815,31.066666666666663,1649.394366197183,545,545,499,530,481,530
7,1643.298109010011,0.8377262986773074,16.242592592592594,2837.8646907216494,723,764,751,764,751,758
8,304.26008968609864,0.30061676478833765,16.083333333333332,1567.2364532019703,762,800,797,800,797,800
9,242.5830618892508,0.4305551374296293,32.38703703703704,1512.8175675675675,726,767,768,771,780,692
10,236.2584745762712,0.6172949217172125,27.55925925925926,1515.593886462882,671,718,738,717,710,642
11,250.66341463414633,0.8502375438243184,28.72037037037037,1640.2010050251256,621,660,679,658,569,580
0,221.52719665271965,6.453577636152954,23.06296296296296,1536.607142857143,579,603,592,596,531,551
1,237.62948207171314,5.1329160604591015,28.2,1633.0,503,532,541,540,476,501
2,241.05050505050505,4.1541395201017,33.26111111111111,1697.4435483870968,453,479,469,436,417,443
3,229.21995926680245,3.0689696854025503,37.93333333333333,1603.2770562770563,426,420,443,401,388,417
4,230.20574162679426,2.3583251602155015,45.666666666666664,1582.1306532663316,420,420,406,401,373,381
5,237.3310946944258,1.9415130742359359,78.48333333333333,1651.8836879432624,376,387,385,375,345,339
6,304.4484062668828,1.2858681344980256,31.3,1672.0,537,516,541,545,536,476
7,1648.084132055378,0.7815988436735601,14.27037037037037,2726.3060179257363,708,736,733,784,795,741
8,420.70617283950617,0.41721484292641775,18.433333333333334,1770.6319796954315,756,791,796,800,800,800
