,time,loc,op,stop
0,2885,0.0,0.0,-1
1,2886,0.0,0.025,1
2,2887,0.0,0.025,1
3,2888,0.0,0.025,1
4,2889,0.0,0.025,1
5,2890,0.0,0.025,1
6,2891,0.0,0.025,1
7,2892,0.007083333333333333,0.025,-1
8,2893,0.014166666666666666,0.025,-1
9,2894,0.021249999999999998,0.025,-1
10,2895,0.028333333333333332,0.025,-1
11,2896,0.035416666666666666,0.025,-1
12,2897,0.042499999999999996,0.025,-1
13,2898,0.049583333333333326,0.025,-1
14,2899,0.05666666666666666,0.025,-1
15,2900,0.06374999999999999,0.025,-1
16,2901,0.07083333333333332,0.025,-1
17,2902,0.07791666666666665,0.025,-1
18,2903,0.08499999999999998,0.025,-1
19,2904,0.09208333333333331,0.025,-1
20,2905,0.09916666666666664,0.025,-1
21,2906,0.10624999999999997,0.025,-1
22,2907,0.1133333333333333,0.025,-1
23,2908,0.12041666666666663,0.025,-1
24,2909,0.12749999999999997,0.025,-1
25,2910,0.1345833333333333,0.025,-1
26,2911,0.14166666666666664,0.025,-1
27,2912,0.14874999999999997,0.025,-1
28,2913,0.1558333333333333,0.025,-1
29,2914,0.16291666666666663,0.025,-1
30,2915,0.16999999999999996,0.025,-1
31,2916,0.1770833333333333,0.025,-1
32,2917,0.18416666666666662,0.025,-1
33,2918,0.19124999999999995,0.025,-1
34,2919,0.19833333333333328,0.025,-1
35,2920,0.2054166666666666,0.025,-1
36,2921,0.21249999999999994,0.025,-1
37,2922,0.21958333333333327,0.025,-1
38,2923,0.2266666666666666,0.025,-1
39,2924,0.23374999999999993,0.025,-1
40,2925,0.24083333333333326,0.025,-1
41,2926,0.2479166666666666,0.025,-1
42,2927,0.25499999999999995,0.025,-1
43,2928,0.2620833333333333,0.025,-1
44,2929,0.2691666666666666,0.025,-1
45,2930,0.27624999999999994,0.025,-1
46,2931,0.28333333333333327,0.025,-1
47,2932,0.2904166666666666,0.025,-1
48,2933,0.29749999999999993,0.025,-1
49,2934,0.30458333333333326,0.025,-1
50,2935,0.3116666666666666,0.025,-1
51,2936,0.3187499999999999,0.025,-1
52,2937,0.32583333333333325,0.025,-1
53,2938,0.3329166666666666,0.025,-1
54,2939,0.3399999999999999,0.025,-1
55,2940,0.3399999999999999,0.05,2
56,2941,0.3399999999999999,0.05,2
57,2942,0.3399999999999999,0.05,2
58,2943,0.3399999999999999,0.05,2
59,2944,0.3399999999999999,0.05,2
60,2945,0.3399999999999999,0.05,2
61,2946,0.34708333333333324,0.05,-1
62,2947,0.3541666666666666,0.05,-1
63,2948,0.3612499999999999,0.05,-1
64,2949,0.36833333333333323,0.05,-1
65,2950,0.37541666666666657,0.05,-1
66,2951,0.3824999999999999,0.05,-1
67,2952,0.3895833333333332,0.05,-1
68,2953,0.39666666666666656,0.05,-1
69,2954,0.4037499999999999,0.05,-1
70,2955,0.4108333333333332,0.05,-1
71,2956,0.41791666666666655,0.05,-1
72,2957,0.4249999999999999,0.05,-1
73,2958,0.4320833333333332,0.05,-1
74,2959,0.43916666666666654,0.05,-1
75,2960,0.44624999999999987,0.05,-1
76,2961,0.4533333333333332,0.05,-1
77,2962,0.46041666666666653,0.05,-1
78,2963,0.46749999999999986,0.05,-1
79,2964,0.4745833333333332,0.05,-1
80,2965,0.4816666666666665,0.05,-1
81,2966,0.48874999999999985,0.05,-1
